,budget,genres,id,keywords,title,overview,popularity,production,runtime,tagline,vote_average,vote_count
2880,12000000,comedy  drama,8669,depression  suicide attempt  medicine  new love  drug addiction  private school  girlfriend  advice  cleverness  high school  toilet  school performance  drama  independent film  teenage crush  psychiatrist  school bus,charlie bartlett,Awkward teenager Charlie Bartlett  Anton Yelchin  has trouble fitting in at a new high school  Charlie needs some friends fast  and decides that the best way to find them is to appoint himself the resident psychiatrist  He becomes one of the most popular guys in school by doling out advice and  occasionally  medication  to the student body ,9.779444,metro goldwyn mayer  mgm ,97.0,popularity is a state of mind ,6.5,225
2883,12000000,drama  horror  thriller,86825,mystery,stoker,After India s father dies  her Uncle Charlie  who she never knew existed  comes to live with her and her unstable mother  She comes to suspect this mysterious  charming man has ulterior motives and becomes increasingly infatuated with him ,27.322212,fox searchlight pictures  scott free productions  indian paintbrush,99.0,innocence ends ,6.5,882
2884,12000000,fantasy  drama  science fiction  romance,844,free love  hotel  lovesickness  sexuality  kung fu  android  soulmates  based on novel  hotel room  jealousy  love of one s life  restart  singapur  unsociability  secret love  murder  author  hong kong  break up  illegal prostitution  extramarital affair  photographic memory,2046,2046 is the sequel to Wong Kar Wais  successful box office hit In The Mood For Love  A film about affairs  ending relationships  and a shared love for Kung Fu novels as the main character  Chow  writes his own novel and reflects back on his favorite love Su ,12.664787,paradis films  orly films  shanghai film group corporation  jet tone films,129.0,are you still in the mood for love ,6.9,206
2886,12000000,adventure  drama  family,15907,adolescence  loss of father  lion  south africa  bullying  kids and family  rescue  bully  young boy  cheetah  wild animal,duma,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa ,4.795244,john wells productions  pandora pictures  gaylord films  warner bros ,100.0,some friendships are wilder than others,6.9,41
2887,12000000,drama  romance,38448,alcohol  mermaid  wedding dress  fishing net  selkie,ondine,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid ,5.841285,octagon films  irish film board  wayfare entertainment  little wave productions  start motion pictures  radio telefís éireann  rté ,111.0,the truth is not what you know  it s what you believe ,6.5,84
2888,12000000,crime  drama  thriller,327,brother brother relationship  assassination  culture clash  war on drugs  yakuza  sake  loyalty  drug dealer  femme fatale  los angeles,brother,A Japanese Yakuza gangster s deadly existence in his homeland gets him exiled to Los Angeles  California  where he is taken in by his little brother and his brother s gang  This is the first English film by Takeshi Kitano ,5.327714,bandai visual company  office kitano  tokyo fm broadcasting co   recorded picture company  rpc   fuzzy bunny films  i   little brother inc ,114.0,are you japanese ,6.8,107
2893,12000000,drama  thriller,4170,usa  sex  brother sister relationship  mexico city  border  support  insurance salesman  punter  brother  united states mexico barrier  sister  human trafficking  rescue  independent film  criminal,trade,A Texas cop  Kevin Kline   whose own daughter might have been forced into sexual slavery  joins forces with a Mexican youth  Cesar Ramos  to find the boy s sister  who was abducted and forced into prostitution  Meanwhile  a Ukrainian woman who was promised a better life in America also becomes a victim ,11.237374,centropolis film productions,120.0,each year  more than 1 000 000 people are trafficked across international borders    against their will ,6.8,67
2897,7500000,thriller  science fiction  mystery,10133,double life  undercover  lie  wife  company  industry  femme fatale  conspiracy  espionage  memory loss  corporate crime  dystopic future  hidden identity  disorder  dishonesty  power relations  mind and soul  uncover truth  mysterious character,cypher,An unsuspecting  disenchanted man finds himself working as a spy in the dangerous  high stakes world of corporate espionage  Quickly getting way over his head  he teams up with a mysterious femme fatale ,11.636883,miramax films  pandora cinema,95.0,never forget who you are,6.7,192
2904,12000000,drama,236751,based on novel  faith  based on true events,heaven is for real,Heaven is for Real recounts the true story of a small town father who must find the courage and conviction to share his son s extraordinary  life changing experience with the world  Four year old Colton shares the details of his amazing journey with childlike innocence and speaks matter of factly about things that happened before his birth    things he couldn t possibly know ,11.150261,tristar pictures  screen gems  roth films,99.0,unlock the mystery,6.0,229
2906,0,drama  romance,357837,dancing  competition  hotel  florida  dance teacher,dancin  it s on,This coming of age Dance Film  in the spirit of Dirty Dancing  Karate Kid  and High School Musical   is about a young girl from Beverly Hills  Jennifer who is visiting her Father s Panama City Beach Hotel during Summer Break  and falls in love with a Young Boy  Ken who works as a Dishwasher  Even though both are from different backgrounds  they share the same passion    DANCE and partner with each other to enter the 2nd Annual Florida State Wide Dance Contest  While preparing for the contest  Jennifer and Ken must overcome scheming dance partners  a meddling father  and their own doubts for their love to prevail ,0.186234,,89.0,dancin  like you ve never seen before,4.3,2
2909,11500000,drama,18530,suspense,the cry of the owl,A young woman becomes inexplicably attracted to a man who is stalking her  When her boyfriend goes missing  the stalker is the immediate suspect  until a game of jealousy and betrayal turns deadly ,4.75919,mact productions  myriad pictures  sienna films  studio hamburg international production  ship ,101.0,what would you do if someone was watching you ,5.5,29
2912,11000000,adventure  action  science fiction,11,android  galaxy  hermit  death star  lightsaber  jedi  rescue mission  empire  rebellion  planet  smuggler  the force  space opera  galactic war  stormtrooper  totalitarianism,star wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire  Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2 D2 and C 3PO to rescue the beautiful princess and restore peace and justice in the Empire ,126.393695,lucasfilm  twentieth century fox film corporation,121.0,a long time ago in a galaxy far  far away   ,8.1,6624
2913,11500000,comedy,291870,grandfather grandson relationship  grandfather  road trip  wedding  retired  pervert  army general  sex comedy,dirty grandpa,Jason Kelly is one week away from marrying his boss s uber controlling daughter  putting him on the fast track for a partnership at the law firm  However  when the straight laced Jason is tricked into driving his foul mouthed grandfather  Dick  to Daytona for spring break  his pending nuptials are suddenly in jeopardy  Between riotous frat parties  bar fights  and an epic night of karaoke  Dick is on a quest to live his life to the fullest and bring Jason along for the ride ,56.805781,lionsgate  josephson entertainment  qed international  ninjas runnin  wild productions  covert media  billblock media,102.0,this is jason  he s a little worried about his grandpa ,5.7,1406
2917,25000000,drama,45317,sport  irish american  documentary crew  lowell massachusetts  blue collar worker  church bells  documentary filmmaking  boxer shorts  jumping rope  shadow boxing  duringcreditsstinger,the fighter,The Fighter  is a drama about boxer  Irish  Micky Ward s unlikely road to the world light welterweight title  His Rocky like rise was shepherded by half brother Dicky  a boxer turned trainer who rebounded in life after nearly being KO d by drugs and crime ,31.019381,paramount pictures,116.0,every dream deserves a fighting chance ,7.2,1486
2923,0,comedy  family  science fiction,10748,solidarity  snake  exhibit  musical  shenanigan  chaos  receiving of stolen goods  girls  boarding school  quiz show  unorthodox  debt  principal  anarchy  group of friends  duringcreditsstinger  distillery,st  trinian s,When their beloved school is threatened with closure should the powers that be fail to raise the proper funds  the girls scheme to steal a priceless painting and use the profits to pull St  Trinian s out of the red ,7.377587,ealing studios  fragile films  entertainment film distributors,101.0,taking higher education to a new low ,5.6,142
2925,11000000,drama  romance,10229,based on novel  theatre group  north carolina  theatre milieu  high school  cancer  coming of age  tragic love  teenager  star crossed lovers,a walk to remember,When the popular  restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan  the daughter of the town s minister  Jamie has a  to do  list for her life and also a very big secret she must keep from Landon ,33.283554,dinovi pictures  pandora pictures  gaylord films  warner bros ,101.0,she didn t belong  she was misunderstood  and she would change him forever ,7.5,1018
2928,11000000,horror  mystery,22804,aftercreditsstinger,saw vi,Special Agent Strahm is dead  and Detective Hoffman has emerged as the unchallenged successor to Jigsaw s legacy  However  when the FBI draws closer to Hoffman  he is forced to set a game into motion  and Jigsaw s grand scheme is finally understood ,31.900899,lionsgate  twisted pictures,90.0,the game has come full circle,6.0,722
2930,11000000,adventure,12837,woman director,the secret life of bees,Set in South Carolina in 1964  this is the tale of Lily Owens a 14 year old girl who is haunted by the memory of her late mother  To escape her lonely life and troubled relationship with her father  Lily flees with Rosaleen  her caregiver and only friend  to a South Carolina town that holds the secret to her mother s past ,7.645979,fox searchlight pictures  donners  company  dune entertainment iii  overbrook entertainment,114.0,bring your girlfriends  sisters  mothers and daughters ,7.4,158
2935,11000000,drama  romance,167073,love triangle  based on novel  homesickness  vororte  ship  community  marriage  working class  boarding house  ireland  brooklyn new york city  journey  dual life  irish immigrant  1950s,brooklyn,In 1950s Ireland and New York  young Ellis Lacey has to choose between two men and two countries ,39.337949,wildgaze films  irish film board  item 7  parallel film productions,111.0,two countries  two loves  one heart,7.2,1213
2942,11000000,drama,304357,nazis  based on true story  art  stolen painting,woman in gold,Maria Altmann  an octogenarian Jewish refugee  takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II  she believes rightfully belongs to her family  She did so not just to regain what was rightfully hers  but also to obtain some measure of justice for the death  destruction  and massive art theft perpetrated by the Nazis ,21.204929,bbc films  origin pictures,120.0,justice is priceless ,7.3,440
2957,0,drama  thriller  crime,62728,waitress  riot  gang war  nightmare  prayer  revenge  gang  brighton  violence  record,brighton rock,Charts the headlong fall of Pinkie  a razor wielding disadvantaged teenager with a religious death wish ,3.122152,bbc films  studiocanal  uk film council,111.0,love  murder  revenge ,5.6,35
2961,0,crime  drama  mystery  thriller,4657,small town  fishing  male friendship  australia  marriage crisis  marriage  friendship  murder  australian aborigine  aboriginal  aborigine,jindabyne,Stewart Kane  an Irishman living in the Australian town of Jindabyne  is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river  Rather than return to the town immediately  they continue fishing and report their gruesome find days later  The story of a murder and a marriage   a film about the things that haunt us ,8.950864,australian film finance corporation  affc   the new south wales film and television office  rgm films  april films  red chair films  babcock   brown  the australian film finance corporation,123.0,under the surface of every life lies a mystery,5.7,25
2965,0,horror,11056,loss of child  solar eclipse  haunted house  family  psychopathy,darkness,A teenage girl moves into a remote countryside house with her family  only to discover that their gloomy new home has a horrifying past that threatens to destroy the family ,6.340135,vía digital  filmax entertainment  dimension films  castelao producciones,102.0,a house  a past  a secret  will you dare enter ,5.6,112
2967,10500000,science fiction  adventure  family  fantasy,601,farewell  homesickness  nasa  extraterrestrial technology  operation  space marine  loss of father  hiding place  riding a bicycle  flying saucer  prosecution  halloween  flowerpot  finger  single,e t  the extra terrestrial,After a gentle alien becomes stranded on Earth  the being is discovered and befriended by a young boy named Elliott  Bringing the extraterrestrial into his suburban California house  Elliott introduces E T   as the alien is dubbed  to his brother and his little sister  Gertie  and the children decide to keep its existence a secret  Soon  however  E T  falls ill  resulting in government intervention and a dire situation for both Elliott and the alien ,56.105798,universal pictures  amblin entertainment,115.0,he is afraid  he is alone  he is three million light years from home ,7.3,3269
2968,10000000,romance  comedy  drama,13067,infidelity  party  love  cancer  neighbor  writer  teenager  illness  flashback  actress,in the land of women,After a bad breakup with his girlfriend leaves him heartbroken  Carter Webb moves to Michigan to take care of his ailing grandmother  Once there  he gets mixed up in the lives of the mother and daughters who live across the street ,12.792446,castle rock entertainment  land films inc   anonymous content,97.0,get ready to fall,5.8,160
2971,0,drama  comedy  romance  foreign,58051,,housefull,Believing himself to be a jinx and bringing bad luck upon himself and others  a man attempts to find true love  but ends up in very complicated relationships ,0.12082,,135.0,he found the girl of his dreams  he fell in love and he got married    to all three ,5.2,29
2973,12000000,history  drama,96399,duringcreditsstinger,for greater glory   the true story of cristiada,A chronicle of the Cristeros War  1926 1929   which was touched off by a rebellion against the Mexican government s attempt to secularize the country ,5.759545,dos corazones,145.0,the true story of cristiada,6.4,35
2975,10000000,drama,489,baseball  boston  professor  m i t   harvard university  ambition  mathematics  genius  love  friends  janitor  irish  psychologist  university  courtroom  flashback  prodigy,good will hunting,Will Hunting has a genius level IQ but chooses to work as a janitor at MIT  When he solves a difficult graduate level math problem  his talents are discovered by Professor Gerald Lambeau  who decides to help the misguided youth reach his potential  When Will is arrested for attacking a police officer  Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire ,43.734886,miramax films  lawrence bender productions  be gentlemen limited partnership,126.0,some people can never believe in themselves  until someone believes in them ,7.9,2811
2979,28000000,comedy,1588,cheerleader  sport  high school  teenage girl  cheerleading  cheering crowd  duringcreditsstinger,bring it on,The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit  spunk  sass and a killer routine that s sure to land them the national championship trophy for the sixth year in a row  But for newly elected team captain  the Toros  road to total cheer glory takes a shady turn when she discovers that their perfectly choreographed routines were in fact stolen ,14.754281,beacon communications,98.0,may the best moves win ,5.8,568
2980,10000000,action  horror  thriller,316727,dystopia  sequel  legalized murder,the purge  election year,Two years after choosing not to kill the man who killed his son  former police sergeant Leo Barnes has become head of security for Senator Charlene Roan  the front runner in the next Presidential election due to her vow to eliminate the Purge  On the night of what should be the final Purge  a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night ,53.727146,universal pictures  why not productions  platinum dunes  blumhouse productions,105.0,keep america great,6.1,1306
2982,10000000,horror  thriller  crime,663,ice  victim  pain  games  psychopath  blood  electric chair  doctor  torture  violence  police officer  fbi agent  female corpse,saw iv,Jigsaw and his apprentice Amanda are dead  Now  upon the news of Detective Kerry s murder  two seasoned FBI profilers  Agent Strahm and Agent Perez  arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw s latest grisly remains and piecing together the puzzle  However  when SWAT Commander Rigg is abducted and thrust into a game  the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend   or face the deadly consequences ,29.244768,lions gate films  twisted pictures,93.0,you think it is over   but the games have just begun,5.9,903
2991,10000000,adventure  comedy  science fiction,1648,jealousy  journey in the past  sigmund freud  time travel  heavy metal  socrates  billy the kid  school presentation  rhinoceros  phone booth  world peace  past  history  metal  best friend  napoleon bonaparte,bill   ted s excellent adventure,In the small town of San Dimas  a few miles away from Los Angeles  there are two nearly brain dead teenage boys going by the names of Bill S  Preston ESQ  and Ted Theodore Logan  they have a dream together of starting their own rock and roll band called the  Wyld Stallyns   Unfortunately  they are still in high school and on the verge of failing out of their school as well  and if they do not pass their upcoming history report  they will be separated as a result of Ted s father sending him to military school  But  what Bill and Ted do not know is that they must stay together to save the future  So  a man from the future named Rufus came to help them pass their report  So  both Bill and Ted decided to gather up historical figures which they need for their report  They are hoping that this will help them pass their report so they can stay together ,25.929893,orion pictures,90.0,history is about to be rewritten by two guys who can t spell ,6.7,454
2993,10000000,drama  comedy,74534,hotel  based on novel  india  ensemble cast  elderly  jaipur india  personal growth  outsourcing,the best exotic marigold hotel,British retirees travel to India to take up residence in what they believe is a newly restored hotel  Less luxurious than its advertisements  the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age ,21.258991,participant media  imagenation abu dhabi fz,124.0,share the journey  share the laughter ,6.9,459
2997,10000000,horror  mystery  thriller,321258,suicide  england  fire  country house  shower  nanny  mask  boy  murder  mansion  violence  doll  burn victim  secret passageway  broken mirror  loss of a child,the boy,A nanny  working for a family whose son has just passed away  finds herself put in charge of caring for a lifelike doll that the couple treat as a real child ,38.179483,lakeshore entertainment  vertigo entertainment  diamond films  showtime networks  stx entertainment,97.0,every child needs to feel loved ,5.8,1102
2998,10000000,horror  mystery  thriller,44040,claustrophobia  trapped in an elevator,devil,A group of people trapped in a elevator realizes that the devil is among them ,30.934688,universal pictures  media rights capital  night chronicles  relativity media,80.0,bad things happen for a reason,5.8,816
3004,10000000,fantasy  comedy  adventure,1832,angel  wisconsin  church service  church  aftercreditsstinger  duringcreditsstinger,dogma,The latest battle in the eternal war between Good and Evil has come to New Jersey in the late  late 20th Century  Angels  demons  apostles and prophets  of a sort  walk among the cynics and innocents of America and duke it out for the fate of humankind ,14.543435,lions gate  view askew productions,130.0,it can be hell getting into heaven,6.8,823
3009,8500000,drama  thriller,20616,competition  coma  infidelity  obsession  bathing  high school  femme fatale  athlete  hospital  swimmer  swimming  troubled teen,swimfan,Ben Cronin has it all  the admiration of his many friends  a terrific girlfriend  and he s on the fast track to an athletic scholarship  Ben s rock solid  promising future and romance are turned upside down with the arrival of Madison Bell  Madison  the new girl in town  quickly sets her sights on the impressionable Ben  While their first few meetings are innocent enough  the obsessive and seductive Madison wants more     much more ,4.844451,twentieth century fox film corporation  greenestreet films  cobalt media group  furthur films  forrest films,84.0,his biggest fan just became his worst nightmare ,5.0,70
3013,65000000,adventure  family  fantasy,294272,feral child  remake  dragon  orphan  1980s  live action and animation,pete s dragon,Pete is a mysterious 10 year old with no family and no home who claims to live in the woods with a giant  green dragon named Elliott  With the help of Natalie  an 11 year old girl whose father Jack owns the local lumber mill  forest ranger Grace sets out to determine where Pete came from  where he belongs  and the truth about this dragon ,31.974359,walt disney pictures  walt disney studios motion pictures,102.0,some secrets are too big to keep ,6.2,679
3015,10000000,horror,283445,haunted house  sequel  twins,sinister 2,A young mother and her twin sons move into a rural house that s marked for death ,26.090495,alliance films  blumhouse productions  im global  automatik entertainment  entertainment one  tank caterpillar  steady aim,97.0,be careful  children at play ,5.4,581
3018,10000000,mystery  science fiction  thriller,22824,brother sister relationship  wheelchair  hypnosis  investigation  cover up  ufo  alaska  disappearance  hospital  alien abduction  patient  psychotherapy  fake documentary  based on supposedly true story  nome alaska  faked footage  audio cassette  ancient astronaut  anchorage alaska  police fake  duringcreditsstinger,the fourth kind,Since the 1960s  a disproportionate number of the population in and around Nome  Alaska  have gone missing  Despite FBI investigations  the disappearances remain a mystery  Dr  Abigail Tyler  a psychologist  may be on the verge of blowing the unsolved cases wide open when  during the course of treating her patients  she finds evidence of alien abductions ,22.888173,universal pictures  saga film  focus films  gold circle films  chambara pictures  dead crow productions  fourth kind productions,98.0,there are four kinds of alien encounters  the fourth kind is abduction ,5.8,441
3020,0,drama  action  thriller,39349,,sugar hill,Sugar Hill is a 1994 American crime drama neo noir film starring Wesley Snipes and Michael Wright as brothers Roemello and Raynathan Skuggs  The film focuses on the two brothers  who are major drug dealers in the Harlem neighborhood of New York City ,2.580808,beacon communications  beacon pictures  south street films  ghiznoz productions,123.0,he wanted power  he wanted revenge  now he just wants out ,5.2,13
3026,0,comedy  drama  family,8359,cincinnati  woman director,kit kittredge  an american girl,The Great Depression hits home for nine year old Kit Kittredge when her dad loses his business and leaves to find work  Oscar nominee Abigail Breslin stars as Kit  leading a splendid cast in the first ever  American Girl  theatrical movie  In order to keep their home  Kit and her mother must take in boarders   paying house   guests who turn out to be full of fascinating stories  When mother s lockbox containing all their money is stolen  Kit s new hobo friend Will is the prime suspect  Kit refuses to believe that Will would steal  and her efforts to sniff out the real story get her and friends into big trouble  The police say the robbery was an inside job  committed by someone they know  So if it wasn t Will  then who did it ,6.27141,new line cinema  goldsmith thomas productions  red om films  hbo films  picturehouse  front street films  american girl brands,101.0,kit kittredge  a resourceful young girl  helps her mother run a boardinghouse after her father loses his job ,6.4,34
3027,0,comedy  drama  family  romance,15648,mother  man woman relation  single  matchmaking  single mother  catfishing,the perfect man,Holly is tired of moving every time her mom Jean breaks up with yet another second rate guy  To distract her mother from her latest bad choice  Holly conceives the perfect plan for the perfect man  an imaginary secret admirer who will romance Jean and boost her self esteem ,11.158906,universal pictures,100.0,is it all too good to be true ,5.5,203
3036,10000000,documentary  music,164558,concert,one direction  this is us,Go behind the scenes during One Directions sell out  Take Me Home  tour and experience life on the road ,7.944457,columbia pictures  sony pictures,92.0,a motion picture event ,8.0,201
3042,5000000,thriller  mystery,328425,detective  stalker  gift  bully  psychological thriller,the gift,A husband and wife try to reinvigorate their relationship but their lives are threatened by a  friend  from the husband s past who holds a horrifying secret about him  sending their world into a tailspin ,27.247013,blumhouse productions  blue tongue films  huayi brothers media  stx entertainment  ahimsa films,108.0,not every gift is welcome ,6.7,1049
3051,10000000,action  adventure  comedy,37931,aftercreditsstinger  duringcreditsstinger,macgruber,Ex special operative MacGruber  Forte  is called back into action to take down his archenemy  Dieter Von Cunth  Kilmer   who s in possession of a nuclear warhead and bent on destroying Washington  DC ,14.038512,relativity media,90.0,he s the ultimate tool ,5.1,179
3054,10000000,comedy,13160,diary  romantic comedy  death of lover  spirit  death by accident  psychic  moving on,over her dead body,After his fiancée  Kate  dies in an accident on their wedding day  veterinarian Henry grows depressed  To help him move on  his sister has him visit psychic Ashley and gives her Kate s diary  Ashley uses the journal s details to convincingly deliver the fake message that Kate wants Henry to move on  However  Kate s ghost is watching over Ashley and Henry  Furious when they fall for each other  she vows to sabotage their relationship ,12.067921,the safran company  gold circle films  dead fiancée productions,95.0,she s passed on    but she s not moving on ,5.3,145
3056,0,comedy,52067,hotel  infidelity  one night stand  friendship  swimming pool  drinking  naive  duringcreditsstinger,cedar rapids,A naive Midwesterner insurance salesman travels to a big city convention in an effort to save the jobs of his co workers ,10.254807,ad hominem enterprises,87.0,today is the first day    of the rest of his weekend ,5.9,135
3057,20000000,drama,73,usa  neo nazi  prison  skinhead  brother brother relationship  rape  fascism  brother  basketball  jail  school  swastika  los angeles  family  hate  neo nazism  xenophobia  interracial friendship  nazism  prison rape,american history x,Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into steal his truck  Through his brother  Danny Vineyard s narration  we learn that before going to prison  Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L A  and his actions greatly influenced Danny  Reformed and fresh out of prison  Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did ,73.567232,new line cinema  the turman morrissey company  savoy pictures,119.0,some legacies must end ,8.2,3016
3062,0,action  crime  drama  romance,13201,gang  new york city  drug overdose,deuces wild,1950s New York City  A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn  The Deuces at war with the vicious Vipers  Scott Kalvert directs this tale of lust  drugs  mayhem and madness during one hot summer on the streets of New York ,0.753481,united artists,96.0,some lines should never be crossed ,5.5,34
3064,10000000,comedy  romance,7942,father son relationship  new love  fiancé  training  rent  jogging  marathon  wedding  pregnancy,run fatboy run,Five years after jilting his pregnant fiancée on their wedding day  out of shape Dennis decides to run a marathon to win her back ,14.905357,entertainment films  material entertainment  beech hill films,100.0,love  commitment  responsibility  there s nothing he won t run away from ,6.2,238
3072,0,drama  science fiction  mystery,134371,ayn rand,atlas shrugged part ii,The global economy is on the brink of collapse  Brilliant creators  from artists to industrialists  continue to mysteriously disappear  Unemployment has risen to 24   Gas is now  42 per gallon   Dagny Taggart  Vice President in Charge of Operations for Taggart Transcontinental  has discovered what may very well be the answer to the mounting energy crisis   found abandoned amongst ruins  a miraculous motor that could seemingly power the World   But  the motor is dead    there is no one left to decipher its secret    and  someone is watching   It s a race against the clock to find the inventor and stop the destroyer before the motor of the World is stopped for good   A motor that would power the World  A World whose motor would be stopped   Who is John Galt ,4.725357,cinema vehicle services  atlas 2 productions,112.0,who is john galt ,5.4,41
3075,6500000,drama,1640,race politics  daughter  installer  police  fall  car crash  racism  los angeles  bigotry  social services  collision,crash,Los Angeles citizens with vastly separate lives collide in interweaving stories of race  loss and redemption ,28.223163,blackfriars bridge films  yari film group  bob yari productions  apolloproscreen filmproduktion  bull s eye entertainment  dej productions  harris company,112.0,you think you know who you are  you have no idea ,7.2,1149
3078,0,drama  romance,13689,,peaceful warrior,A chance encounter with a stranger changes the life of a college gymnast ,8.326131,universal,120.0,there are no ordinary moments ,7.3,90
3079,10000000,comedy,67911,porno star  hollywood,bucky larson  born to be a star,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps    and become a porn star ,3.919057,columbia pictures  happy madison productions,97.0,there are no small actors  just small parts ,4.4,51
3081,10000000,horror  thriller,329440,japan  forest,the forest,Set in the Aokigahara Forest  a real life place in Japan where people go to end their lives  Against this backdrop  a young American woman comes in search of her twin sister  who has mysteriously disappeared ,19.865989,lava bear films  ai film  phantom four films,95.0,everyone comes here looking for a way out,4.8,448
3083,10000000,comedy  drama  mystery,252512,father in law  marriage  documentary filmmaking  hipster  middle age  documentary filmmaker  generation x  generation z  psychedelic drug,while we re young,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free spirited younger couple ,19.263477,scott rudin productions  a24,97.0,life never gets old ,5.8,383
3085,0,drama  mystery  thriller,9613,secret  asylum  bed and breakfast place  past  psychopath,spider,A mentally disturbed man takes residence in a halfway house  His mind gradually slips back into the realm created by his illness  where he replays a key part of his childhood ,6.948401,téléfilm canada  capitol films  canadian film or video production tax credit  cptc   metropolitan films  grosvenor park productions  odeon films  catherine bailey ltd   artists independent network,98.0,the only thing worse than losing your mind    is finding it again ,6.4,168
3091,10000000,crime  drama  thriller,73567,trailer park  gun  texas  deal  psychopath  sexual humiliation  money  lingerie  arson  police detective  physical abuse  neo noir  burial  pizza shop  drugs,killer joe,A cop  Matthew McConaughey  who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer  Emile Hirsch  in exchange for a tumble with the young man s virginal sister  Juno Temple  ,16.436178,voltage pictures  worldview entertainment  ana media  picture perfect  i ,102.0,a totally deep fried texas redneck trailer park murder story ,6.5,425
3092,10000000,comedy  drama,41479,independent film  duringcreditsstinger,the joneses,A seemingly perfect family moves into a suburban neighborhood  but when it comes to the truth as to why they re living there  they don t exactly come clean with their neighbors ,14.979375,echo lake productions  premiere picture,96.0,they re not just living the american dream  they re selling it ,6.1,210
3098,5000000,action  adventure  comedy  thriller,13191,hitman  political satire,war  inc ,War Inc  is set in the future  when the fictional desert country of Turaqistan is torn by a riot after a private corporation  Tamerlane  owned by the former Vice President of the United States  has taken over the whole country  Brand Hauser  a hit man who suppresses his emotions by gobbling down hot sauce  is hired by the corporation s head to kill the CEO of their competitors ,6.265659,,106.0,when it comes to war    america means business,5.6,86
3105,10000000,comedy  drama,25350,suicide  suicide mission,imaginary heroes,Matt Travis is good looking  popular  and his school s best competitive swimmer  so everyone is shocked when he inexplicably commits suicide  As the following year unfolds  each member of his family struggles to recover from the tragedy with mixed results ,2.85283,signature pictures  art linson productions  apollopromedia gmbh   co  1  filmproduktion kg  i   qi quality international gmbh   co  kg,111.0,people are never who they seem to be ,6.3,29
3107,10000000,comedy  romance,20178,male nudity  poetry  adolescence  lie  nudity  rejection  high school  independent film  teacher  vulgarity  student,world s greatest dad,Robin Williams stars as Lance Clayton  a man who has learned to settle  He dreamed of being a rich and famous writer  but has only managed to make it as a high school poetry teacher  His only son Kyle  Daryl Sabara  is an insufferable jackass who won t give his father the time of day  He is dating Claire  Alexie Gilmore   the school s adorable art teacher  but she doesn t want to get serious   ,9.805551,magnolia pictures  jerkschool productions,99.0,lance clayton is about to get everything he deserves ,6.5,177
3108,0,horror  comedy  thriller,5072,will to survive  killer  forced retirement  defence company  jump the shark  team building,severance,Members  Danny Dyer  Laura Harris  Tim McInnerny  of the Palisades Defense Corp  sales group arrive in Europe for a team building exercise  A fallen tree blocks the route  and they must hike to their destination  However  a psychotic killer lurks in the woods  and he has a horrible fate in mind for each of the co workers ,12.898984,qwerty films  dan films  isle of man film  hanway films  uk film council  n1 european film produktions gmbh   co  kg,96.0,the company is making cutbacks,6.4,169
3109,10000000,drama  thriller,18191,new york  sex shop  prostitute  sex  fortune teller  underworld  murder  prejudice  racism  violence  pawnshop  bipolar disorder,edmond,Seemingly mild mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life  Encounters with strangers and unsavory people weaken the barriers encompassing his long suppressed rage  until Edmond explodes in violence ,2.803642,first independent pictures,82.0,every fear hides a wish ,6.0,50
3116,0,comedy  drama  romance,24663,independent film,the open road,Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father  legendary baseball player Kyle Garret when Carlton s mother becomes sick  Once reunited  Carlton struggles to deal with the series of misadventures caused by his father s antics  Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family ,1.388136,,90.0,they ve got a long way to go,4.8,19
3119,0,drama  family,39055,duringcreditsstinger,free style,Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team  With the support of his loving mother  precocious little sister and new girlfriend  Cale proves against all odds that he has the heart  the willpower and the courage never to give up on his dream ,0.122874,rigel entertainment,94.0,it s time to soar ,5.8,4
